Date,Airline,OriginState,TimeOfDay,Speed
8/20/98,SOUTHWEST AIRLINES,Texas,Night,251
8/21/98,AMERICAN AIRLINES,Tennessee,Day,149
8/21/98,ALASKA AIRLINES,Washington,Dusk,166
8/21/98,MILITARY,South Carolina,Dusk,132
8/21/98,UPS AIRLINES,Illinois,Night,211
8/22/98,DELTA AIR LINES,Georgia,Day,214
8/22/98,DELTA AIR LINES,Georgia,Day,158
8/22/98,COMAIR AIRLINES,Kentucky,Day,146
8/22/98,SOUTHWEST AIRLINES,Illinois,Day,129
8/23/98,DELTA AIR LINES,Utah,Night,174
8/23/98,BUSINESS,Pennsylvania,Day,258
8/23/98,AMERICAN AIRLINES,Texas,Night,257
8/24/98,AMERICAN AIRLINES,Illinois,Day,144
8/25/98,AMERICAN EAGLE AIRLINES,DC,Night,124
8/25/98,FEDEX EXPRESS,Illinois,Night,188
8/25/98,SOUTHWEST AIRLINES,Louisiana,Dawn,135
8/25/98,AMERICAN AIRLINES,Illinois,Night,253
8/26/98,EXPRESSJET (CONTINENTAL EXPRS),DC,Day,108
8/26/98,US AIRWAYS*,North Carolina,Day,88
8/27/98,SOUTHWEST AIRLINES,Tennessee,Night,144
8/27/98,AMERICAN AIRLINES,Texas,Day,142
8/27/98,DELTA AIR LINES,Texas,Day,151
8/27/98,SOUTHWEST AIRLINES,Missouri,Day,138
8/27/98,AIRTRAN AIRWAYS,Tennessee,Night,145
8/27/98,MILITARY,Utah,Night,144
8/28/98,AMERICAN AIRLINES,DC,Night,203
8/28/98,ATLANTIC COAST AIRLINES,DC,Day,73
8/29/98,AMERICAN AIRLINES,Texas,Day,252
8/29/98,AMERICAN AIRLINES,Texas,Day,198
8/29/98,DELTA AIR LINES,Utah,Day,163
8/30/98,CONTINENTAL AIRLINES,New Jersey,Day,166
8/30/98,AMERICAN AIRLINES,Illinois,Night,180
8/30/98,DELTA AIR LINES,Louisiana,Dawn,86
8/30/98,AIRTRAN AIRWAYS,Illinois,Day,63
8/30/98,AMERICAN AIRLINES,New Jersey,Night,81
8/31/98,US AIRWAYS*,DC,Dusk,151
8/31/98,US AIRWAYS*,Florida,Day,164
9/2/98,AMERICAN AIRLINES,Texas,Day,145
9/2/98,MILITARY,South Carolina,Night,132
9/2/98,SOUTHWEST AIRLINES,Illinois,Day,157
9/2/98,US AIRWAYS*,Missouri,Day,142
9/2/98,EXECUTIVE JET AVIATION,Colorado,Day,137
9/2/98,MILITARY,South Carolina,Day,108
9/2/98,BUSINESS,Hawaii,Dusk,84
9/3/98,GREAT LAKES AIRLINES,Illinois,Dawn,186
9/3/98,EXECUTIVE JET AVIATION,Texas,Day,252
9/3/98,AMERICAN AIRLINES,California,Day,176
9/3/98,US AIRWAYS*,Pennsylvania,Night,184
9/4/98,US AIRWAYS*,North Carolina,Night,130
9/4/98,AMERICAN AIRLINES,DC,Day,257
9/4/98,DELTA AIR LINES,Georgia,Day,154
9/4/98,AMERICAN EAGLE AIRLINES,Texas,Dawn,126
9/4/98,DELTA AIR LINES,Texas,Day,104
9/5/98,ATLANTIC COAST AIRLINES,DC,Night,113
9/5/98,FEDEX EXPRESS,New Jersey,Night,185
9/5/98,AMERICAN AIRLINES,Missouri,Day,143
9/5/98,US AIRWAYS*,North Carolina,Day,154
9/5/98,AMERICAN AIRLINES,California,Day,95
9/5/98,AMERICAN AIRLINES,Louisiana,Day,150
9/5/98,US AIRWAYS*,Pennsylvania,Dusk,116
9/7/98,DELTA AIR LINES,Oklahoma,Day,245
9/8/98,SOUTHWEST AIRLINES,Illinois,Day,147
9/8/98,MILITARY,South Carolina,Day,117
9/8/98,UNKNOWN,Tennessee,Day,105
9/9/98,FEDEX EXPRESS,Tennessee,Night,159
9/9/98,BUSINESS,Missouri,Day,168
9/9/98,US AIRWAYS*,Ohio,Day,170
9/9/98,MILITARY,Louisiana,Night,127
9/9/98,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Day,121
9/9/98,CONTINENTAL AIRLINES,Georgia,Night,160
9/9/98,MILITARY,Louisiana,Night,128
9/10/98,AIRTRAN AIRWAYS,DC,Day,212
9/10/98,MILITARY,South Carolina,Night,121
9/10/98,EXPRESSJET (CONTINENTAL EXPRS),Texas,Day,114
9/10/98,US AIRWAYS*,North Carolina,Day,121
9/10/98,AMERICAN AIRLINES,Oregon,Day,118
9/10/98,FEDEX EXPRESS,California,Night,186
9/11/98,DELTA AIR LINES,Tennessee,Day,157
9/11/98,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Day,135
9/11/98,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Day,123
9/12/98,TRANS WORLD AIRLINES,Pennsylvania,Day,134
9/12/98,AMERICAN AIRLINES,Illinois,Night,109
9/13/98,DELTA AIR LINES,Minnesota,Night,260
9/14/98,AMERICAN AIRLINES,Kentucky,Dawn,120
9/14/98,HORIZON AIR,California,Day,201
9/14/98,UPS AIRLINES,Kentucky,Day,150
9/14/98,DELTA AIR LINES,Massachusetts,Day,124
9/15/98,DELTA AIR LINES,Massachusetts,Day,126
9/15/98,AMERICAN AIRLINES,Illinois,Night,158
9/15/98,AMERICAN AIRLINES,Tennessee,Night,147
9/16/98,AMERICAN AIRLINES,New York,Day,144
9/16/98,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Day,185
9/16/98,COMAIR AIRLINES,Kentucky,Night,174
9/17/98,MILITARY,South Carolina,Night,160
9/17/98,UPS AIRLINES,Kentucky,Night,253
9/18/98,AMERICAN AIRLINES,Texas,Day,167
9/18/98,UPS AIRLINES,Kentucky,Night,221
9/19/98,COMAIR AIRLINES,Kentucky,Day,168
9/19/98,US AIRWAYS*,North Carolina,Day,122
9/19/98,SOUTHWEST AIRLINES,California,Night,161
9/20/98,COMAIR AIRLINES,Tennessee,Day,249
9/20/98,SOUTHWEST AIRLINES,Texas,Day,147
9/20/98,US AIRWAYS*,Pennsylvania,Day,103
9/20/98,AMERICAN AIRLINES,Illinois,Night,176
9/20/98,FEDEX EXPRESS,Utah,Night,172
9/21/98,AMERICAN AIRLINES,Illinois,Day,210
9/21/98,MILITARY,South Carolina,Day,123
9/21/98,AMERICAN AIRLINES,Tennessee,Night,151
9/22/98,MILITARY,New Jersey,Day,148
9/22/98,AMERICAN AIRLINES,Texas,Dusk,223
9/22/98,SOUTHWEST AIRLINES,Illinois,Night,138
9/22/98,COMAIR AIRLINES,Kentucky,Night,133
9/23/98,AMERICAN AIRLINES,DC,Day,159
9/23/98,AMERICAN AIRLINES,New York,Night,172
9/23/98,BUSINESS,Tennessee,Day,125
9/23/98,UPS AIRLINES,Kentucky,Night,149
9/23/98,DELTA AIR LINES,Florida,Night,253
9/24/98,DELTA AIR LINES,Florida,Night,216
9/24/98,US AIRWAYS*,DC,Day,131
9/25/98,AMERICAN AIRLINES,Florida,Night,141
9/27/98,HAWAIIAN AIR,Hawaii,Day,228
9/28/98,US AIRWAYS*,Pennsylvania,Night,160
9/28/98,AMERICAN AIRLINES,Texas,Dawn,189
9/28/98,SOUTHWEST AIRLINES,Maryland,Day,216
9/28/98,ALLEGHENYAIRLINES,New York,Day,112
9/28/98,DELTA AIR LINES,DC,Dusk,126
9/28/98,US AIRWAYS*,New Jersey,Night,135
9/28/98,US AIRWAYS*,Pennsylvania,Night,151
9/28/98,BUSINESS,DC,Night,151
9/29/98,AMERICAN AIRLINES,California,Day,120
9/29/98,US AIRWAYS*,Pennsylvania,Day,201
9/29/98,NORTHWEST AIRLINES,DC,Day,177
9/30/98,DELTA AIR LINES,Missouri,Day,139
9/30/98,DELTA AIR LINES,Georgia,Night,176
10/1/98,MILITARY,New Jersey,Night,123
10/1/98,AMERICAN AIRLINES,North Carolina,Day,153
10/1/98,UNITED AIRLINES,DC,Night,143
10/1/98,AIR WISCONSIN AIRLINES,Illinois,Night,226
10/1/98,UPS AIRLINES,Kentucky,Night,134
10/2/98,ABX AIR,Georgia,Night,166
10/2/98,AMERICA WEST AIRLINES,California,Day,95
10/2/98,NORTHWEST AIRLINES,Missouri,Day,106
10/2/98,DELTA AIR LINES,DC,Night,219
10/2/98,UPS AIRLINES,Kentucky,Night,216
10/3/98,NORTHWEST AIRLINES,Missouri,Day,102
10/4/98,ALOHA AIRLINES,Hawaii,Day,110
10/4/98,DELTA AIR LINES,Massachusetts,Night,255
10/4/98,DELTA AIR LINES,Texas,Night,259
10/5/98,DELTA AIR LINES,Colorado,Day,159
10/6/98,US AIRWAYS*,Pennsylvania,Dusk,204
10/6/98,ATLANTIC SOUTHEAST,Georgia,Day,127
10/6/98,AMERICA WEST AIRLINES,Washington,Day,146
10/6/98,NORTHWEST AIRLINES,Missouri,Day,142
10/6/98,MILITARY,Louisiana,Night,147
10/7/98,PIEDMONT AIRLINES,North Carolina,Night,115
10/7/98,AMERICAN AIRLINES,Hawaii,Day,128
10/7/98,US AIRWAYS*,Tennessee,Night,255
10/7/98,AMERICAN AIRLINES,California,Night,149
10/7/98,AMERICAN AIRLINES,Texas,Day,146
10/8/98,MILITARY,South Carolina,Day,111
10/8/98,DELTA AIR LINES,Kentucky,Night,248
10/8/98,TRANS WORLD AIRLINES,Ohio,Night,250
10/8/98,DELTA AIR LINES,Georgia,Day,102
10/8/98,TRANS WORLD AIRLINES,Nebraska,Day,157
10/10/98,SOUTHWEST AIRLINES,California,Day,122
10/10/98,DELTA AIR LINES,DC,Night,256
10/11/98,AMERICAN AIRLINES,Texas,Night,259
10/11/98,UNKNOWN,Tennessee,Day,127
10/11/98,ALOHA AIRLINES,Hawaii,Day,126
10/11/98,AMERICAN AIRLINES,Illinois,Day,153
10/11/98,US AIRWAYS*,DC,Night,253
10/12/98,CONTINENTAL AIRLINES,Ohio,Dawn,143
10/12/98,PSA AIRLINES,Pennsylvania,Day,118
10/12/98,AMERICAN AIRLINES,Illinois,Night,155
10/12/98,AMERICAN AIRLINES,Minnesota,Night,182
10/12/98,AMERICAN AIRLINES,Missouri,Night,139
10/13/98,MILITARY,South Carolina,Night,208
10/13/98,FEDEX EXPRESS,Tennessee,Day,135
10/13/98,DELTA AIR LINES,Kentucky,Night,202
10/13/98,DELTA AIR LINES,Georgia,Night,256
10/14/98,DELTA AIR LINES,Missouri,Night,148
10/15/98,EXPRESSJET (CONTINENTAL EXPRS),DC,Night,220
10/15/98,MILITARY,Hawaii,Day,126
10/15/98,HAWAIIAN AIR,Hawaii,Day,143
10/15/98,UPS AIRLINES,Pennsylvania,Night,139
10/16/98,ALOHA AIRLINES,Hawaii,Day,143
10/17/98,TRANS WORLD AIRLINES,Missouri,Day,159
10/17/98,ALOHA AIRLINES,Hawaii,Night,135
10/17/98,DELTA AIR LINES,Georgia,Night,150
10/18/98,SOUTHWEST AIRLINES,California,Day,152
10/18/98,SOUTHWEST AIRLINES,Missouri,Night,142
10/18/98,AMERICAN AIRLINES,Texas,Day,186
10/18/98,AMERICAN AIRLINES,Texas,Night,259
10/19/98,BUSINESS,DC,Night,145
10/19/98,AMERICAN AIRLINES,Texas,Dawn,176
10/20/98,ALOHA AIRLINES,Hawaii,Dawn,160
10/20/98,BUSINESS,Tennessee,Night,167
10/21/98,MILITARY,Louisiana,Night,148
10/22/98,MILITARY,South Carolina,Night,167
10/22/98,DELTA AIR LINES,New York,Night,241
10/23/98,UPS AIRLINES,Kentucky,Night,227
10/23/98,BUSINESS,Arizona,Day,70
10/23/98,SOUTHWEST AIRLINES,Louisiana,Day,141
10/24/98,AMERICAN AIRLINES,Colorado,Day,143
10/24/98,ALOHA AIRLINES,Hawaii,Day,123
10/25/98,ALOHA AIRLINES,Hawaii,Day,151
10/25/98,AMERICAN AIRLINES,California,Day,126
10/25/98,US AIRWAYS*,Pennsylvania,Dusk,252
10/25/98,AMERICAN AIRLINES,New York,Night,220
10/25/98,US AIRWAYS*,Pennsylvania,Night,132
10/25/98,UPS AIRLINES,New York,Night,214
10/26/98,US AIRWAYS*,North Carolina,Night,126
10/26/98,AMERICAN AIRLINES,Texas,Day,190
10/26/98,ATLANTIC COAST AIRLINES,DC,Night,184
10/26/98,AMERICAN AIRLINES,New York,Night,181
10/27/98,DELTA AIR LINES,Tennessee,Day,142
10/28/98,MESA AIRLINES,Missouri,Day,207
10/29/98,DELTA AIR LINES,Oregon,Day,121
10/29/98,DELTA AIR LINES,Missouri,Night,256
10/29/98,SOUTHWEST AIRLINES,Maryland,Night,256
10/30/98,TRANS WORLD AIRLINES,Missouri,Night,142
10/30/98,DELTA AIR LINES,Georgia,Night,172
10/30/98,AMERICAN AIRLINES,Pennsylvania,Night,212
11/1/98,US AIRWAYS*,North Carolina,Night,251
11/2/98,AMERICAN AIRLINES,Texas,Night,253
11/2/98,US AIRWAYS*,Tennessee,Day,150
11/2/98,AMERICAN AIRLINES,Texas,Night,149
11/3/98,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Dawn,130
11/3/98,AMERICAN AIRLINES,Georgia,Day,157
11/3/98,SOUTHWEST AIRLINES,Maryland,Night,141
11/4/98,DELTA AIR LINES,Maryland,Night,241
11/4/98,MILITARY,New Jersey,Day,152
11/4/98,MILITARY,South Carolina,Night,230
11/4/98,MILITARY,South Carolina,Night,237
11/4/98,US AIRWAYS*,Pennsylvania,Night,131
11/4/98,AMERICA WEST AIRLINES,Arizona,Night,223
11/5/98,US AIRWAYS*,Pennsylvania,Day,142
11/6/98,US AIRWAYS*,North Carolina,Night,143
11/7/98,DELTA AIR LINES,California,Day,120
11/8/98,AMERICAN AIRLINES,Massachusetts,Night,254
11/9/98,PRIVATELY OWNED,Maryland,Night,50
11/9/98,DELTA AIR LINES,DC,Night,258
11/9/98,US AIRWAYS*,New York,Night,184
11/9/98,UNITED AIRLINES,California,Day,139
11/10/98,COMAIR AIRLINES,Kentucky,Night,239
11/10/98,TRANS WORLD AIRLINES,New York,Dusk,147
11/10/98,SOUTHWEST AIRLINES,Tennessee,Dusk,105
11/10/98,EXPRESSJET (CONTINENTAL EXPRS),Texas,Night,205
11/11/98,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Night,132
11/12/98,TRANS WORLD AIRLINES,Missouri,Day,257
11/12/98,US AIRWAYS*,Pennsylvania,Day,124
11/15/98,SOUTHWEST AIRLINES,Florida,Night,239
11/16/98,SOUTHWEST AIRLINES,Illinois,Day,141
11/20/98,MILITARY,Louisiana,Day,153
11/20/98,SOUTHWEST AIRLINES,Texas,Day,156
11/21/98,CONTINENTAL AIRLINES,Ohio,Night,201
11/21/98,BUSINESS,California,Day,137
11/21/98,DELTA AIR LINES,Kentucky,Day,147
11/23/98,SOUTHWEST AIRLINES,California,Day,148
11/25/98,SOUTHWEST AIRLINES,Texas,Night,139
11/25/98,SOUTHWEST AIRLINES,Texas,Night,157
12/1/98,SOUTHWEST AIRLINES,Louisiana,Day,214
12/4/98,MILITARY,South Carolina,Day,133
12/4/98,MILITARY,South Carolina,Day,139
12/4/98,MILITARY,South Carolina,Day,131
12/4/98,MILITARY,South Carolina,Day,135
12/4/98,MILITARY,South Carolina,Day,131
12/4/98,AIR CANADA,California,Night,149
12/4/98,AMERICAN AIRLINES,Texas,Dusk,139
12/6/98,NORTHWEST AIRLINES,Pennsylvania,Day,132
12/6/98,SOUTHWEST AIRLINES,California,Night,210
12/8/98,MILITARY,Hawaii,Day,185
12/8/98,MILITARY,Hawaii,Dusk,190
12/9/98,US AIRWAYS*,DC,Day,144
12/10/98,US AIRWAYS*,Massachusetts,Day,181
12/10/98,ALOHA AIRLINES,Hawaii,Day,134
12/15/98,US AIRWAYS*,Florida,Day,166
12/15/98,AMERICAN AIRLINES,Oklahoma,Day,132
12/17/98,DELTA AIR LINES,Arizona,Day,165
12/18/98,AMERICA WEST AIRLINES,California,Dusk,220
12/19/98,AMERICA WEST AIRLINES,Arizona,Day,153
12/21/98,US AIRWAYS*,Pennsylvania,Day,155
12/22/98,ASTAR AIR CARGO,Kentucky,Night,144
12/22/98,US AIRWAYS*,DC,Night,141
12/22/98,AMERICAN AIRLINES,Tennessee,Night,187
12/24/98,US AIRWAYS*,Pennsylvania,Day,251
12/24/98,UNITED AIRLINES,New York,Night,140
12/25/98,DELTA AIR LINES,Florida,Dawn,147
12/27/98,SOUTHWEST AIRLINES,California,Night,145
12/27/98,DELTA AIR LINES,Texas,Night,257
12/29/98,AMERICAN AIRLINES,Oregon,Night,137
1/2/99,AMERICAN AIRLINES,Colorado,Night,151
1/4/99,US AIRWAYS*,Louisiana,Day,211
1/6/99,SOUTHWEST AIRLINES,California,Day,171
1/7/99,BUSINESS,California,Day,167
1/7/99,ALOHA AIRLINES,Hawaii,Day,132
1/11/99,TRANS STATES AIRLINES,DC,Night,124
1/12/99,MILITARY,Louisiana,Dusk,112
1/12/99,MILITARY,Louisiana,Dusk,107
1/13/99,SOUTHWEST AIRLINES,Louisiana,Day,142
1/13/99,BUSINESS,Louisiana,Night,93
1/16/99,DELTA AIR LINES,Georgia,Dawn,104
1/18/99,AMERICAN AIRLINES,Florida,Day,145
1/19/99,DELTA AIR LINES,Texas,Day,145
1/20/99,SOUTHWEST AIRLINES,Texas,Day,66
1/21/99,UNITED AIRLINES,DC,Day,142
1/23/99,AMERICAN AIRLINES,Texas,Night,210
1/24/99,DELTA AIR LINES,Florida,Day,146
1/28/99,ATLANTIC COAST AIRLINES,DC,Night,142
2/1/99,US AIRWAYS*,California,Night,130
2/1/99,SOUTHWEST AIRLINES,Texas,Day,140
2/3/99,AIRTRAN AIRWAYS,Georgia,Night,205
2/4/99,BUSINESS,New Jersey,Dusk,125
2/5/99,SOUTHWEST AIRLINES,Missouri,Dawn,147
2/6/99,MILITARY,Hawaii,Night,112
2/7/99,DELTA AIR LINES,Georgia,Day,143
2/10/99,SOUTHWEST AIRLINES,Texas,Day,154
2/11/99,AMERICAN AIRLINES,Florida,Night,140
2/13/99,FRONTIER AIRLINES,Colorado,Day,127
2/14/99,SOUTHWEST AIRLINES,California,Day,171
2/16/99,AIR CANADA,DC,Day,204
2/18/99,DELTA AIR LINES,California,Night,225
2/18/99,HAWAIIAN AIR,Hawaii,Day,67
2/22/99,DELTA AIR LINES,Kentucky,Day,157
2/22/99,DELTA AIR LINES,Florida,Day,154
2/22/99,SOUTHWEST AIRLINES,Oregon,Night,148
2/24/99,AMERICAN AIRLINES,Florida,Day,185
2/24/99,AMERICA WEST AIRLINES,California,Night,216
2/26/99,ALOHA AIRLINES,Hawaii,Day,107
2/26/99,MILITARY,South Carolina,Night,205
2/26/99,AMERICAN AIRLINES,Tennessee,Night,149
2/26/99,SOUTHWEST AIRLINES,Texas,Night,177
3/1/99,US AIRWAYS*,DC,Day,134
3/2/99,ALOHA AIRLINES,Hawaii,Dawn,129
3/5/99,US AIRWAYS*,Louisiana,Day,160
3/5/99,AMERICAN AIRLINES,Arizona,Day,221
3/5/99,ALOHA AIRLINES,Hawaii,Day,144
3/7/99,DELTA AIR LINES,Utah,Day,168
3/7/99,CONTINENTAL AIRLINES,Oklahoma,Day,155
3/8/99,US AIRWAYS*,Florida,Dusk,238
3/9/99,ALASKA AIRLINES,California,Day,105
3/9/99,ALOHA AIRLINES,Hawaii,Dawn,134
3/9/99,AMERICAN AIRLINES,Texas,Night,257
3/11/99,ALOHA AIRLINES,Hawaii,Dawn,140
3/11/99,ALOHA AIRLINES,Hawaii,Day,150
3/12/99,UNITED AIRLINES,Oregon,Day,163
3/14/99,US AIRWAYS*,Florida,Day,142
3/14/99,DELTA AIR LINES,Ohio,Day,139
3/14/99,UNITED AIRLINES,DC,Day,188
3/15/99,US AIRWAYS*,Pennsylvania,Night,149
3/15/99,BUSINESS,Texas,Night,159
3/16/99,DELTA AIR LINES,DC,Night,147
3/17/99,SOUTHWEST AIRLINES,Oregon,Night,232
3/17/99,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Day,144
3/17/99,BUSINESS,Pennsylvania,Night,129
3/18/99,SOUTHWEST AIRLINES,Nebraska,Day,146
3/18/99,AMERICAN EAGLE AIRLINES,Texas,Night,135
3/19/99,AMERICA WEST AIRLINES,Oregon,Night,252
3/19/99,ALOHA AIRLINES,Hawaii,Day,166
3/19/99,UNITED AIRLINES,California,Day,128
3/22/99,NORTHWEST AIRLINES,California,Night,126
3/24/99,AMERICAN AIRLINES,Texas,Day,142
3/24/99,UPS AIRLINES,Kentucky,Night,207
3/24/99,ALASKA AIRLINES,Washington,Day,205
3/25/99,DELTA AIR LINES,California,Day,142
3/25/99,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Night,146
3/26/99,CONTINENTAL AIRLINES,New Jersey,Night,151
3/26/99,DELTA AIR LINES,Georgia,Day,143
3/26/99,DELTA AIR LINES,Texas,Night,205
3/28/99,AMERICAN EAGLE AIRLINES,DC,Day,103
3/29/99,US AIRWAYS*,Pennsylvania,Night,146
3/29/99,US AIRWAYS*,Louisiana,Night,183
3/31/99,AMERICAN AIRLINES,Illinois,Night,186
3/31/99,AMERICAN AIRLINES,Texas,Night,194
3/31/99,UPS AIRLINES,Kentucky,Night,258
3/31/99,AMERICAN EAGLE AIRLINES,California,Day,94
4/1/99,DELTA AIR LINES,Florida,Day,217
4/1/99,ASTAR AIR CARGO,Texas,Day,176
4/2/99,AIRTRAN AIRWAYS,Florida,Night,256
4/5/99,MILITARY,South Carolina,Day,318
4/7/99,MILITARY,South Carolina,Night,201
4/8/99,SPIRIT AIRLINES,Florida,Day,141
4/8/99,UPS AIRLINES,Louisiana,Night,165
4/8/99,DELTA AIR LINES,Tennessee,Night,255
4/8/99,DELTA AIR LINES,Georgia,Night,161
4/10/99,UNITED AIRLINES,Illinois,Night,170
4/10/99,MILITARY,South Carolina,Night,162
4/11/99,AMERICAN AIRLINES,Louisiana,Day,254
4/12/99,AMERICAN AIRLINES,Tennessee,Day,158
4/12/99,AMERICAN AIRLINES,New Jersey,Day,150
4/13/99,TRANS WORLD AIRLINES,Missouri,Night,144
4/13/99,DELTA AIR LINES,Texas,Night,141
4/15/99,EXECUTIVE JET AVIATION,New Jersey,Day,231
4/15/99,TRANS STATES AIRLINES,California,Day,79
4/15/99,SOUTHWEST AIRLINES,California,Night,142
4/16/99,EXPRESSJET (CONTINENTAL EXPRS),Indiana,Day,141
4/16/99,AMERICAN AIRLINES,California,Night,215
4/18/99,CONTINENTAL AIRLINES,Ohio,Day,140
4/20/99,MILITARY,Louisiana,Day,170
4/20/99,AMERICAN AIRLINES,DC,Day,127
4/20/99,AMERICAN AIRLINES,California,Day,124
4/21/99,UPS AIRLINES,Kentucky,Night,152
4/21/99,AIRTRAN AIRWAYS,Georgia,Night,217
4/22/99,AMERICAN AIRLINES,Maryland,Night,213
4/23/99,DELTA AIR LINES,Utah,Day,143
4/23/99,PRIVATELY OWNED,Florida,Night,227
4/23/99,DELTA AIR LINES,Utah,Day,165
4/23/99,FEDEX EXPRESS,Tennessee,Night,170
4/24/99,MESABA AIRLINES,Minnesota,Night,167
4/24/99,FEDEX EXPRESS,Tennessee,Night,250
4/24/99,NORTHWEST AIRLINES,Pennsylvania,Dusk,95
4/24/99,US AIRWAYS*,Missouri,Night,145
4/26/99,EXECUTIVE JET AVIATION,Michigan,Night,184
4/26/99,SOUTHWEST AIRLINES,Texas,Day,255
4/27/99,AMERICAN AIRLINES,Pennsylvania,Night,180
4/27/99,BUSINESS,Massachusetts,Day,229
4/27/99,DELTA AIR LINES,Utah,Night,150
4/28/99,UPS AIRLINES,Kentucky,Night,141
4/28/99,UPS AIRLINES,Kentucky,Night,217
4/30/99,FEDEX EXPRESS,Tennessee,Night,228
4/30/99,UNKNOWN,North Carolina,Day,149
5/1/99,UPS AIRLINES,Kentucky,Night,136
5/1/99,DELTA AIR LINES,Nebraska,Night,186
5/2/99,SOUTHWEST AIRLINES,Texas,Day,137
5/2/99,BUSINESS,Nebraska,Night,229
5/4/99,ALLEGHENYAIRLINES,Ohio,Dawn,120
5/5/99,ASTAR AIR CARGO,Maryland,Night,152
5/6/99,AMERICA WEST AIRLINES,Arizona,Day,153
5/7/99,SOUTHWEST AIRLINES,Maryland,Night,215
5/7/99,AMERICAN AIRLINES,California,Night,200
5/7/99,UPS AIRLINES,Kentucky,Night,163
5/7/99,US AIRWAYS*,Pennsylvania,Night,184
5/8/99,ATLANTIC COAST AIRLINES,DC,Night,160
5/9/99,AMERICAN AIRLINES,Texas,Night,136
5/10/99,UNITED AIRLINES,Pennsylvania,Night,257
5/10/99,FEDEX EXPRESS,Tennessee,Night,241
5/11/99,FEDEX EXPRESS,Tennessee,Night,240
5/11/99,CONTINENTAL AIRLINES,North Carolina,Night,129
5/11/99,US AIRWAYS*,Maryland,Dusk,217
5/12/99,HAWAIIAN AIR,Hawaii,Dusk,144
5/13/99,DELTA AIR LINES,Texas,Night,212
5/13/99,UNITED AIRLINES,Maryland,Day,125
5/13/99,DELTA AIR LINES,Oklahoma,Night,182
5/14/99,BUSINESS,North Carolina,Day,109
5/14/99,AMERICAN EAGLE AIRLINES,Texas,Day,122
5/15/99,US AIRWAYS*,Florida,Day,122
5/16/99,MILITARY,DC,Night,161
5/16/99,SOUTHWEST AIRLINES,Maryland,Night,192
5/19/99,UNITED AIRLINES,Illinois,Day,306
5/19/99,AMERICAN AIRLINES,Illinois,Day,144
5/20/99,MILITARY,Louisiana,Day,170
5/21/99,MILITARY,Minnesota,Day,122
5/22/99,SOUTHWEST AIRLINES,Arizona,Day,161
5/25/99,AMERICA WEST AIRLINES,New Jersey,Day,232
5/25/99,DELTA AIR LINES,New York,Night,235
5/26/99,MILITARY,Louisiana,Dusk,136
5/28/99,SOUTHWEST AIRLINES,Missouri,Day,102
5/29/99,DELTA AIR LINES,Utah,Day,141
5/29/99,UNITED AIRLINES,Oregon,Night,172
5/29/99,AMERICAN AIRLINES,Texas,Night,125
5/29/99,DELTA AIR LINES,Texas,Night,167
5/30/99,US AIRWAYS*,DC,Day,168
5/30/99,DELTA AIR LINES,Florida,Day,148
5/31/99,UNITED AIRLINES,Nebraska,Day,143
5/31/99,BUSINESS,Illinois,Day,67
5/31/99,ATLANTIC COAST AIRLINES,DC,Day,153
5/31/99,AIR CANADA,Pennsylvania,Day,149
5/31/99,DELTA AIR LINES,Kentucky,Dusk,104
6/1/99,AMERICAN AIRLINES,Illinois,Night,187
6/1/99,CONTINENTAL AIRLINES,New Jersey,Day,117
6/2/99,UNITED AIRLINES,Oregon,Night,173
6/3/99,UPS AIRLINES,Kentucky,Day,209
6/4/99,AMERICA WEST AIRLINES,Nebraska,Day,166
6/8/99,SOUTHWEST AIRLINES,Texas,Day,251
6/8/99,AMERICAN AIRLINES,Texas,Night,186
6/11/99,AMERICAN AIRLINES,Missouri,Day,143
6/18/99,DELTA AIR LINES,Kentucky,Day,136
6/19/99,TRANS WORLD AIRLINES,Texas,Night,186
6/20/99,AMERICAN EAGLE AIRLINES,Texas,Day,122
6/21/99,AMERICAN AIRLINES,Texas,Dusk,94
6/26/99,AMERICAN AIRLINES,Missouri,Day,106
6/27/99,ALOHA AIRLINES,Hawaii,Day,139
6/29/99,MILITARY,Louisiana,Day,153
6/30/99,ATLANTIC COAST AIRLINES,DC,Day,138
7/1/99,ALASKA AIRLINES,California,Day,142
7/1/99,AMERICAN AIRLINES,Tennessee,Dusk,133
7/3/99,COMAIR AIRLINES,Kentucky,Day,143
7/3/99,AMERICAN AIRLINES,Texas,Day,230
7/4/99,NORTHWEST AIRLINES,Missouri,Day,141
7/4/99,SOUTHWEST AIRLINES,Missouri,Day,129
7/4/99,AMERICAN AIRLINES,Illinois,Dusk,141
7/5/99,COMAIR AIRLINES,Kentucky,Day,142
7/6/99,AIR WISCONSIN AIRLINES,Illinois,Dawn,200
7/6/99,AMERICAN AIRLINES,Texas,Day,160
7/6/99,COMAIR AIRLINES,Kentucky,Day,175
7/7/99,US AIRWAYS*,New York,Day,142
